City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
336,Becsehely,HU,46.4476,16.7771,-0.36,91,36,0.99,scattered clouds
337,Ambulu,ID,-8.345,113.6058,27.46,77,100,1.02,overcast clouds
338,Brownwood,US,31.7093,-98.9912,16.97,67,0,3.6,clear sky
339,Seymchan,RU,62.8833,152.4333,-22.32,95,100,3.96,light snow
340,Mayskiy,RU,47.6931,40.1025,0.67,90,19,5.28,few clouds
341,Camacha,PT,33.0833,-16.3333,16.96,82,20,10.29,few clouds
342,Pakxe,LA,15.1167,105.7833,21.08,88,40,1.03,mist
343,Lorengau,PG,-2.0226,147.2712,25.45,90,100,6.03,overcast clouds
344,Bambanglipuro,ID,-7.95,110.2833,17.56,79,79,1.61,broken clouds
345,Luderitz,NA,-26.6481,15.1594,18.41,89,19,2.56,few clouds
346,Ahipara,NZ,-35.1667,173.1667,22.28,76,99,7.07,overcast clouds
347,Fort Nelson,CA,58.8053,-122.7002,-20.23,77,75,2.57,light snow
348,Namibe,AO,-15.1961,12.1522,21.76,73,99,3.69,overcast clouds
349,Saint-Georges,GD,12.0564,-61.7485,25.82,83,20,6.69,few clouds
350,Inuvik,CA,68.3499,-133.7218,-16.98,84,75,4.12,light snow
351,Gorgan,IR,36.8387,54.4348,1.98,87,0,0.0,clear sky
352,Igrim,RU,63.1906,64.4162,-28.06,100,93,0.69,overcast clouds
353,Dukhovnitskoye,RU,52.4828,48.2137,0.17,95,100,8.63,snow
354,Bandar-E Lengeh,IR,26.5579,54.8807,18.06,72,0,2.06,haze
355,Yingcheng,CN,30.95,113.55,4.03,53,74,3.83,broken clouds
356,Vitim,RU,59.4511,112.5578,-19.11,99,100,1.78,overcast clouds
357,Villanueva De La Serena,ES,38.9766,-5.7974,8.24,69,0,1.32,clear sky
358,Lucapa,AO,-8.4192,20.7447,18.56,98,100,1.33,overcast clouds
359,Erenhot,CN,43.6475,111.9767,-17.85,81,4,3.28,clear sky
360,Qaqortoq,GL,60.7167,-46.0333,-2.72,77,100,8.51,overcast clouds
361,Narimanov,RU,46.6927,47.8498,-3.05,95,84,1.55,broken clouds
362,Puerto Narino,CO,-3.7703,-70.3831,27.97,79,89,1.11,overcast clouds
363,Villarrica,PY,-25.75,-56.4333,25.59,31,3,1.37,clear sky
364,Muros,ES,42.7762,-9.0603,10.61,74,0,5.85,clear sky
365,Diu,IN,20.7141,70.9822,18.22,73,0,3.26,clear sky
366,Sayyan,YE,15.1718,44.3244,10.85,51,9,1.03,clear sky
367,Ipixuna,BR,-1.7625,-48.8043,24.97,92,83,1.47,broken clouds
368,Cabo San Lucas,MX,22.8909,-109.9124,23.62,62,0,1.34,clear sky
369,Haines Junction,CA,60.7522,-137.5108,-27.03,69,7,0.51,clear sky
370,Pasni,PK,25.2631,63.471,22.3,41,0,5.8,clear sky
371,Tazovskiy,RU,67.4667,78.7,-17.6,98,100,2.25,overcast clouds
372,Batagay,RU,67.6333,134.6333,-34.81,100,95,0.56,overcast clouds
373,Dalbandin,PK,28.8947,64.4101,10.41,45,0,3.67,clear sky
374,Arroio Dos Ratos,BR,-30.0772,-51.7292,25.79,79,0,3.53,clear sky
375,Nantucket,US,41.2835,-70.0995,-2.7,67,0,2.57,clear sky
376,Yakeshi,CN,49.2833,120.7333,-29.0,100,100,1.59,overcast clouds
377,Chabahar,IR,25.2919,60.643,21.72,71,0,1.62,clear sky
378,Shenjiamen,CN,29.9576,122.298,6.74,65,100,5.04,light rain
379,Itaperucu,BR,-25.22,-49.3478,21.67,98,18,0.46,few clouds
380,Banda Aceh,ID,5.5577,95.3222,25.63,82,100,3.46,overcast clouds
381,Tuding,PH,16.4103,120.6442,19.75,64,16,1.49,few clouds
382,Saint-Leu,RE,-21.15,55.2833,25.48,78,98,7.08,overcast clouds
383,Ghatanji,IN,20.1333,78.3167,17.53,30,6,1.56,clear sky
384,Nabire,ID,-3.3667,135.4833,27.04,73,100,0.83,overcast clouds
385,Gazanjyk,TM,39.2446,55.5154,7.13,42,0,1.68,clear sky
386,La Rioja,ES,42.25,-2.5,4.62,98,100,5.87,overcast clouds
387,Mae Sot,TH,16.7167,98.5667,13.97,94,75,0.51,broken clouds
388,Znamenskoye,RU,57.1281,73.8282,-11.8,97,98,1.6,light snow
389,Sola,VU,-13.8833,167.55,29.37,84,100,0.0,overcast clouds
390,Pangnirtung,CA,66.1451,-65.7125,-34.57,95,98,1.78,overcast clouds
391,Hobyo,SO,5.3505,48.5268,25.01,82,58,5.89,light rain
392,Kyra,RU,49.5776,111.9753,-22.8,91,98,1.86,overcast clouds
393,Buraydah,SA,26.326,43.975,11.25,37,0,5.11,clear sky
394,Senanga,ZM,-16.1167,23.2667,19.36,85,100,2.15,overcast clouds
395,Quatre Cocos,MU,-20.2078,57.7625,26.16,71,100,10.77,overcast clouds
396,Saryg-Sep,RU,51.5,95.6,-32.24,99,57,1.37,broken clouds
397,Samfya,ZM,-11.3649,29.5565,17.25,97,55,1.13,light rain
398,Kaka,TM,37.3482,59.6143,6.09,38,87,1.67,overcast clouds
399,San Juan,AR,-31.5375,-68.5364,28.4,24,49,3.25,scattered clouds
400,Whitecourt,CA,54.1502,-115.6855,-16.42,66,75,3.6,broken clouds
401,Redmond,US,47.674,-122.1215,8.36,76,14,0.45,few clouds
402,Krasnyy Kut,RU,50.95,46.9667,0.5,97,100,7.02,overcast clouds
403,Providencia,MX,28.7167,-111.5833,24.92,41,8,4.36,clear sky
404,Hofn,IS,64.2539,-15.2082,0.15,87,73,4.62,broken clouds
405,Kelo,TD,9.3086,15.8066,19.01,19,18,2.17,few clouds
406,Kaabong,UG,3.4836,34.1492,19.34,45,99,0.43,overcast clouds
407,Naifaru,MV,5.4444,73.3657,27.82,74,93,6.07,overcast clouds
408,Pyay,MM,18.8167,95.2167,15.27,45,100,0.69,overcast clouds
409,Aklavik,CA,68.2191,-135.0107,-17.0,78,75,4.63,broken clouds
410,Maloy,NO,61.9353,5.1136,-0.15,85,100,0.89,light snow
411,Mehamn,NO,71.0357,27.8492,-7.33,91,64,3.44,broken clouds
